Kod;Uprawnieni do głosowania;Ważnych kart;Oddane głosy;Trzecia Droga;Lewica;Prawo i Sprawiedliwość;Konfederacja;Koalicja Obywatelska;Data;Typ wyborów
1017000;61107;36692;36231;5340;3438;19995;1931;5240;2019-10-13;Sejmowe
1018000;33681;19510;19209;2540;1967;10392;1327;2760;2019-10-13;Sejmowe
1019000;51806;31973;31574;4970;3208;15025;1970;6116;2019-10-13;Sejmowe
1020000;130922;85025;84169;5562;11643;34348;4860;25504;2019-10-13;Sejmowe
1021000;24496;15135;14923;1774;1612;8002;1013;2522;2019-10-13;Sejmowe
1061000;531448;364881;362370;14122;76932;111676;23654;135986;2019-10-13;Sejmowe
1062000;57059;36410;36064;2201;7364;15814;2302;8383;2019-10-13;Sejmowe
1063000;36858;24613;24380;2483;3590;9909;1681;6717;2019-10-13;Sejmowe
1201000;82547;52689;52079;5942;2621;33893;3447;6176;2019-10-13;Sejmowe
1202000;72776;43146;42588;5744;1836;27096;3594;4318;2019-10-13;Sejmowe
1203000;98412;61820;61121;3352;7818;27130;4373;18448;2019-10-13;Sejmowe
1204000;47041;25226;24866;3587;751;17453;1630;1445;2019-10-13;Sejmowe
1205000;85992;49545;48851;5095;3151;30247;2998;7360;2019-10-13;Sejmowe
1206000;216829;141892;140453;11793;12179;71427;10969;31863;2019-10-13;Sejmowe
1207000;99212;61548;60795;6628;1945;43661;4168;4393;2019-10-13;Sejmowe
1208000;39819;22275;22025;2434;1740;13566;1254;2629;2019-10-13;Sejmowe
1209000;97942;62654;61946;4087;3233;38611;4970;11045;2019-10-13;Sejmowe
1210000;166349;106428;105033;6606;5396;75460;6855;10716;2019-10-13;Sejmowe
1211000;149396;81446;80377;4968;4223;53600;6214;11372;2019-10-13;Sejmowe
1212000;89452;57134;56576;6115;5523;28914;3861;11584;2019-10-13;Sejmowe
1213000;120636;78369;77578;5998;8053;37485;4852;21190;2019-10-13;Sejmowe
1214000;34916;19308;19028;3508;1015;11903;1071;1531;2019-10-13;Sejmowe
1215000;66398;39533;39032;3178;2333;24525;2989;6007;2019-10-13;Sejmowe
1216000;157817;92860;91667;11672;3883;61890;5920;8302;2019-10-13;Sejmowe
1217000;56793;34281;33971;1915;2317;19034;2624;8081;2019-10-13;Sejmowe
1218000;125500;77529;76537;8381;5472;41355;5150;16179;2019-10-13;Sejmowe
1219000;97917;63846;63254;8192;4809;30622;5226;14405;2019-10-13;Sejmowe
1261000;607616;432677;430233;26877;65015;142940;35771;151854;2019-10-13;Sejmowe
1262000;63838;41452;41172;1991;5451;21581;2888;9261;2019-10-13;Sejmowe
1263000;87596;54000;53606;7688;5703;23988;3807;12420;2019-10-13;Sejmowe
1401000;26676;16064;15810;1898;680;10341;691;2041;2019-10-13;Sejmowe
1402000;71087;40839;40254;5769;3586;21835;2059;6417;2019-10-13;Sejmowe
1403000;84683;53191;52518;5799;2351;35286;2944;5154;2019-10-13;Sejmowe
1404000;36566;20464;20122;2532;1727;11199;1014;3443;2019-10-13;Sejmowe
1405000;71976;50681;50261;5632;6980;19064;3261;14374;2019-10-13;Sejmowe
1406000;78071;48390;47781;10048;3990;24159;3116;5810;2019-10-13;Sejmowe
1407000;49355;29633;29273;2384;1852;17933;1500;5213;2019-10-13;Sejmowe
1408000;89107;64193;63649;4405;8724;23956;3581;21766;2019-10-13;Sejmowe
1409000;28018;14699;14489;1887;1006;9032;974;1400;2019-10-13;Sejmowe
1410000;25004;14425;14238;1859;735;9476;1004;924;2019-10-13;Sejmowe
1411000;36287;20343;20044;2992;1243;12530;1154;1935;2019-10-13;Sejmowe
1412000;118439;78387;77564;6316;6295;38948;5610;19134;2019-10-13;Sejmowe
1413000;57065;31220;30701;4345;2347;17347;1870;4266;2019-10-13;Sejmowe
1414000;62189;38421;37975;4725;4893;17142;2258;8394;2019-10-13;Sejmowe
1415000;69921;37744;37132;4643;1875;24737;2295;3052;2019-10-13;Sejmowe
1416000;58031;33700;33313;4390;1712;21073;1737;4138;2019-10-13;Sejmowe
1417000;95692;67244;66532;6876;7667;31381;4623;14804;2019-10-13;Sejmowe
1418000;137697;100225;99396;7257;14871;34960;6200;34431;2019-10-13;Sejmowe
1419000;87786;49055;48140;8733;3427;27340;2387;5600;2019-10-13;Sejmowe
1420000;69514;36781;36085;4905;3106;20254;1772;5306;2019-10-13;Sejmowe
1421000;125728;93377;92709;8863;12997;33185;5933;28592;2019-10-13;Sejmowe
1422000;41166;22457;22178;4447;1267;13248;1113;1830;2019-10-13;Sejmowe
1423000;34348;20947;20653;2245;795;14531;1097;1727;2019-10-13;Sejmowe
1424000;40997;24195;23852;5151;1537;13463;1268;2199;2019-10-13;Sejmowe
1425000;119268;71154;70228;5988;4266;46366;4123;8423;2019-10-13;Sejmowe
1426000;64369;39464;38939;4751;1692;26985;2618;2496;2019-10-13;Sejmowe
1427000;41203;21788;21448;3409;1752;12512;938;2578;2019-10-13;Sejmowe
1428000;65666;40780;40262;8056;3039;20352;2369;5681;2019-10-13;Sejmowe
1429000;43980;27289;26902;4093;1386;17004;1534;2494;2019-10-13;Sejmowe
1430000;31679;17815;17559;1261;976;11795;965;2302;2019-10-13;Sejmowe
1432000;89589;64533;63991;4479;8494;24695;4246;20874;2019-10-13;Sejmowe
1433000;52869;31764;31238;3376;1609;19658;1961;4234;2019-10-13;Sejmowe
1434000;184150;125386;124214;9247;13722;60440;9573;28051;2019-10-13;Sejmowe
1435000;58033;35185;34641;4912;2108;20298;2514;4325;2019-10-13;Sejmowe
1436000;29293;16153;15934;2383;851;10238;897;1373;2019-10-13;Sejmowe
1437000;31093;16723;16423;3139;1329;9410;635;1744;2019-10-13;Sejmowe
1438000;58157;36478;36022;3682;3867;16923;2263;8420;2019-10-13;Sejmowe
1461000;40107;24236;23980;2305;2542;12087;1785;4868;2019-10-13;Sejmowe
1462000;92579;59412;58926;7210;7001;23951;2985;17144;2019-10-13;Sejmowe
1463000;160150;103912;103282;6091;10468;49314;6361;29160;2019-10-13;Sejmowe
1464000;59557;38829;38545;3498;4150;19096;2966;8171;2019-10-13;Sejmowe
1465000;1392416;1073190;1067483;52754;186453;301624;68041;458611;2019-10-13;Sejmowe
1601000;69849;39271;38799;5979;4042;17178;2498;8954;2019-10-13;Sejmowe
1602000;36712;18833;18536;1468;1633;10016;904;4348;2019-10-13;Sejmowe
1603000;72793;37831;37217;2828;4492;12344;2299;11564;2019-10-13;Sejmowe
1604000;52271;26606;26243;3705;2877;10639;1657;6061;2019-10-13;Sejmowe
1605000;50162;23149;22650;1909;2253;6568;1347;5793;2019-10-13;Sejmowe
1606000;33838;18722;18408;3038;2110;8141;1029;3923;2019-10-13;Sejmowe
1607000;110473;58774;58036;5427;8115;27933;2953;13259;2019-10-13;Sejmowe
1608000;51954;25572;25180;2816;2756;10528;1420;4881;2019-10-13;Sejmowe
1609000;98153;48278;47379;5227;4527;13953;2547;12861;2019-10-13;Sejmowe
1610000;43544;21752;21351;1950;2046;9634;1168;4190;2019-10-13;Sejmowe
1611000;60447;28212;27630;1870;2322;9000;1458;7106;2019-10-13;Sejmowe
1661000;99340;65452;65010;5684;10526;17065;3896;25630;2019-10-13;Sejmowe
1801000;18443;9600;9465;1095;858;4719;729;2064;2019-10-13;Sejmowe
1802000;52182;29206;28865;1536;1192;21872;1898;2367;2019-10-13;Sejmowe
1803000;106401;63818;63101;5179;3107;41279;4509;8768;2019-10-13;Sejmowe
1804000;96003;55415;54662;4582;2154;35874;3345;8707;2019-10-13;Sejmowe
1805000;91554;52398;51772;2507;2542;35592;3745;7386;2019-10-13;Sejmowe
1806000;49533;27596;27296;1835;1080;19712;2677;1885;2019-10-13;Sejmowe
1807000;90734;52164;51527;3949;2932;33987;3633;7026;2019-10-13;Sejmowe
1808000;54805;31847;31583;1712;1146;23421;2512;2701;2019-10-13;Sejmowe
1809000;45267;24062;23728;3404;1954;15208;1641;1521;2019-10-13;Sejmowe
1810000;63498;39672;39353;2850;1782;27119;3356;4049;2019-10-13;Sejmowe
1811000;106690;63710;63037;6647;3854;39459;4067;8609;2019-10-13;Sejmowe
1812000;53574;28698;28381;1717;1938;19985;2376;2197;2019-10-13;Sejmowe
1813000;59462;31672;31115;3394;1395;20400;2233;3693;2019-10-13;Sejmowe
1814000;63104;35875;35361;3336;1540;24544;2148;3793;2019-10-13;Sejmowe
1815000;58327;35809;35388;3288;1407;25488;2571;2504;2019-10-13;Sejmowe
1816000;131843;83182;82415;6042;4220;55706;7056;8949;2019-10-13;Sejmowe
1817000;75096;41304;40807;2425;2399;24240;2391;9352;2019-10-13;Sejmowe
1818000;83200;47138;46700;2757;3592;28543;4007;7220;2019-10-13;Sejmowe
1819000;49164;28041;27768;1968;1307;19433;2457;2462;2019-10-13;Sejmowe
1820000;43113;23664;23402;2794;1101;14951;1499;2901;2019-10-13;Sejmowe
1821000;24783;14469;14304;1690;1312;7703;879;2720;2019-10-13;Sejmowe
1861000;36985;22476;22332;1124;2544;10707;1742;6215;2019-10-13;Sejmowe
1862000;48029;26908;26643;1613;2755;12642;2231;7402;2019-10-13;Sejmowe
1863000;151191;99302;98754;7261;12129;42426;9780;26451;2019-10-13;Sejmowe
1864000;36999;21781;21608;1818;2154;9746;1733;6007;2019-10-13;Sejmowe
2001000;45785;23958;23701;3493;1623;13041;1383;3827;2019-10-13;Sejmowe
2002000;117348;70119;69482;4654;6008;36994;5270;15317;2019-10-13;Sejmowe
2003000;45008;24117;23876;1844;2364;12163;1074;6110;2019-10-13;Sejmowe
2004000;37267;18847;18591;2604;948;11371;1381;2085;2019-10-13;Sejmowe
2005000;36381;17885;17623;2150;2808;5274;999;6053;2019-10-13;Sejmowe
2006000;30610;15419;15167;1973;836;10372;851;984;2019-10-13;Sejmowe
2007000;40823;22086;21804;2045;717;15596;1279;1925;2019-10-13;Sejmowe
2008000;32854;15962;15779;1838;686;10095;1012;1977;2019-10-13;Sejmowe
2009000;16394;7860;7764;1262;721;3621;424;1569;2019-10-13;Sejmowe
2010000;36496;18077;17874;2195;1418;9584;1001;3468;2019-10-13;Sejmowe
2011000;54290;27996;27689;3726;1635;16745;2049;3264;2019-10-13;Sejmowe
2012000;28574;15144;14962;2433;847;8703;987;1764;2019-10-13;Sejmowe
2013000;45730;26775;26486;2823;959;19220;1465;1746;2019-10-13;Sejmowe
2014000;35335;19258;19048;3137;897;11901;1064;1831;2019-10-13;Sejmowe
2061000;220079;144644;143746;7504;20116;57929;12117;43541;2019-10-13;Sejmowe
2062000;46992;27482;27299;1825;1887;14749;1743;6582;2019-10-13;Sejmowe
2063000;52552;29914;29687;3060;2872;13530;2108;7484;2019-10-13;Sejmowe
2201000;60117;32573;32130;3018;4352;14047;2137;8576;2019-10-13;Sejmowe
2202000;73210;42908;42394;3401;3747;19217;3033;12996;2019-10-13;Sejmowe
2203000;44358;22774;22330;2060;2699;8432;1419;7720;2019-10-13;Sejmowe
2204000;85129;54592;53960;3628;6562;16186;4497;23087;2019-10-13;Sejmowe
2205000;99529;65294;64502;5251;4532;29265;4788;20666;2019-10-13;Sejmowe
2206000;54689;33378;32905;5055;2685;15217;2504;7444;2019-10-13;Sejmowe
2207000;62621;33270;32728;1739;5031;12864;2588;10506;2019-10-13;Sejmowe
2208000;49089;28811;28421;2718;3655;9900;2217;9931;2019-10-13;Sejmowe
2209000;48438;26865;26528;2355;3931;8949;1914;9379;2019-10-13;Sejmowe
2210000;28308;15442;15214;1250;1583;5209;973;6199;2019-10-13;Sejmowe
2211000;66256;42255;41758;3365;4385;15406;2991;15611;2019-10-13;Sejmowe
2212000;74506;39248;38680;3586;6222;14422;2383;12067;2019-10-13;Sejmowe
2213000;96294;54374;53559;5964;5352;25616;3758;12869;2019-10-13;Sejmowe
2214000;85917;49035;48269;4252;5681;19658;3842;14836;2019-10-13;Sejmowe
2215000;157388;101315;100185;7551;11300;36694;8344;36296;2019-10-13;Sejmowe
2216000;32917;15544;15175;1437;1732;5997;876;5133;2019-10-13;Sejmowe
2261000;362250;262773;261375;9798;37915;69751;18471;125440;2019-10-13;Sejmowe
2262000;187565;135991;135146;7603;20958;34933;9980;61672;2019-10-13;Sejmowe
2263000;68457;42643;42271;2524;7901;14049;2568;15229;2019-10-13;Sejmowe
2264000;29777;22130;22021;780;3449;5523;1234;11035;2019-10-13;Sejmowe
2401000;118130;74627;73914;3510;16515;25141;5021;23727;2019-10-13;Sejmowe
2402000;127767;85357;84553;7336;9494;38636;6732;22355;2019-10-13;Sejmowe
2403000;140899;87776;86899;7114;12437;36049;6709;24590;2019-10-13;Sejmowe
2404000;109379;66139;65232;7336;8204;32353;3851;12157;2019-10-13;Sejmowe
2405000;88765;51741;51091;3398;5257;22063;4193;15083;2019-10-13;Sejmowe
2406000;69009;40455;39862;7642;4472;18856;2392;5722;2019-10-13;Sejmowe
2407000;61467;33907;33365;2637;2753;16454;2077;8022;2019-10-13;Sejmowe
2408000;75065;49348;48870;3114;4922;20689;3837;15428;2019-10-13;Sejmowe
2409000;57145;33303;32868;2350;5091;16023;2114;6274;2019-10-13;Sejmowe
2410000;84226;55785;55235;3674;4809;29391;4136;13225;2019-10-13;Sejmowe
2411000;83590;41809;41311;2699;4030;18922;2602;12500;2019-10-13;Sejmowe
2412000;59601;36559;36162;1851;2432;19317;2501;9478;2019-10-13;Sejmowe
2413000;109913;67482;66829;5261;8400;28016;4307;19532;2019-10-13;Sejmowe
2414000;45726;29491;29171;1410;2253;16597;2146;6765;2019-10-13;Sejmowe
2415000;120718;73229;72524;4250;7016;37619;5103;17395;2019-10-13;Sejmowe
2416000;95983;58515;57895;4056;8491;26785;4573;13990;2019-10-13;Sejmowe
2417000;121013;75297;74436;4976;5881;43270;4924;15385;2019-10-13;Sejmowe
2461000;131455;88732;88133;4652;12080;34681;6399;30321;2019-10-13;Sejmowe
2462000;118782;67053;66268;3841;10337;25846;4568;19353;2019-10-13;Sejmowe
2463000;79689;48138;47601;2137;5950;15843;3694;19977;2019-10-13;Sejmowe
2464000;173075;113973;113190;4739;23834;42304;6844;32199;2019-10-13;Sejmowe
2465000;94046;60082;59593;2550;15279;21208;3659;16897;2019-10-13;Sejmowe
2466000;136344;89622;88849;4316;12089;28167;6677;34874;2019-10-13;Sejmowe
2467000;68314;41633;41237;1801;4373;21993;2970;9581;2019-10-13;Sejmowe
2468000;70863;43863;43436;2646;6220;17688;3065;13817;2019-10-13;Sejmowe
2469000;227769;153865;152611;6033;21398;51632;11083;62465;2019-10-13;Sejmowe
2470000;55999;35757;35460;1784;3914;15386;2404;11972;2019-10-13;Sejmowe
2471000;42370;26131;25844;829;1890;11370;1429;10326;2019-10-13;Sejmowe
2472000;104865;63085;62440;3016;6519;27634;4749;20522;2019-10-13;Sejmowe
2473000;104680;65411;64852;3425;6424;29524;4725;19732;2019-10-13;Sejmowe
2474000;50692;32027;31689;1290;4370;11232;2401;12396;2019-10-13;Sejmowe
2475000;158349;101387;100593;3501;26961;33731;5332;31068;2019-10-13;Sejmowe
2476000;37258;21136;20883;1025;2317;8357;1587;7597;2019-10-13;Sejmowe
2477000;96490;64493;63934;2988;7381;25979;4923;22663;2019-10-13;Sejmowe
2478000;128001;68386;67610;3592;9500;24487;6369;22236;2019-10-13;Sejmowe
2479000;46109;29141;28880;1676;3103;13096;2201;8379;2019-10-13;Sejmowe
2601000;60128;33718;33346;4977;2667;19839;1556;3659;2019-10-13;Sejmowe
2602000;69211;39435;38933;5028;2855;24661;1921;3794;2019-10-13;Sejmowe
2603000;28056;13610;13438;2404;752;7937;658;1527;2019-10-13;Sejmowe
2604000;168472;99424;98305;8633;7037;60658;6759;12621;2019-10-13;Sejmowe
2605000;66021;36854;36387;2925;4469;22037;1873;4443;2019-10-13;Sejmowe
2606000;43120;22478;22065;3249;1514;14211;991;1598;2019-10-13;Sejmowe
2607000;87399;47560;46935;3755;6824;23226;2816;9085;2019-10-13;Sejmowe
2608000;33198;17546;17361;2164;1370;10441;873;2176;2019-10-13;Sejmowe
2609000;63584;33958;33525;5842;2766;17991;1993;4387;2019-10-13;Sejmowe
2610000;60494;35002;34652;1859;4155;16713;2111;8897;2019-10-13;Sejmowe
2611000;72100;42001;41553;2409;4048;22347;2867;8704;2019-10-13;Sejmowe
2612000;58592;32335;31955;3782;2342;20852;1687;2747;2019-10-13;Sejmowe
2613000;37218;21422;21166;3504;1413;13491;1146;1333;2019-10-13;Sejmowe
2661000;151204;100933;100270;5758;14487;40051;6644;29909;2019-10-13;Sejmowe
2801000;46275;22527;22055;1729;2483;9161;1089;7093;2019-10-13;Sejmowe
2802000;32835;16000;15694;1926;1657;5969;862;4351;2019-10-13;Sejmowe
2803000;51109;26276;25679;3902;2307;12382;1380;5140;2019-10-13;Sejmowe
2804000;44717;21389;20970;2347;2430;8715;1176;5677;2019-10-13;Sejmowe
2805000;67446;33575;33132;3039;4491;14360;2959;8024;2019-10-13;Sejmowe
2806000;44372;23623;23210;3292;2891;8591;1592;6681;2019-10-13;Sejmowe
2807000;72018;38504;37802;4927;3556;16599;2525;9360;2019-10-13;Sejmowe
2808000;49524;24151;23708;4103;3666;9358;1493;4946;2019-10-13;Sejmowe
2809000;32384;16503;16186;1082;1486;6333;975;5943;2019-10-13;Sejmowe
2810000;39560;20843;20493;2627;2412;7902;1328;6102;2019-10-13;Sejmowe
2811000;25603;12572;12355;1205;1370;6393;774;2529;2019-10-13;Sejmowe
2812000;33754;18179;17768;3788;1615;8721;749;2626;2019-10-13;Sejmowe
2813000;26098;12361;12149;1875;1360;5744;793;2291;2019-10-13;Sejmowe
2814000;98863;53397;52492;8588;7049;18375;3997;14110;2019-10-13;Sejmowe
2815000;81005;41710;40872;4246;5267;15383;2491;12406;2019-10-13;Sejmowe
2816000;43919;21666;21290;3168;1910;11064;1358;3684;2019-10-13;Sejmowe
2817000;55253;28441;27891;4570;3057;12643;1798;5591;2019-10-13;Sejmowe
2818000;21209;9846;9668;1220;1321;3938;493;2631;2019-10-13;Sejmowe
2819000;17883;8948;8829;1636;1094;3495;502;2050;2019-10-13;Sejmowe
2861000;90392;54271;53793;3372;8395;19215;2940;18724;2019-10-13;Sejmowe
2862000;129939;87212;86467;8435;15291;26897;6047;29141;2019-10-13;Sejmowe
3001000;36574;22170;21816;3641;3225;6807;1523;6620;2019-10-13;Sejmowe
3002000;67419;38488;37742;6241;4358;14297;2352;10494;2019-10-13;Sejmowe
3003000;112158;68853;67832;5002;15001;25936;4346;17093;2019-10-13;Sejmowe
3004000;59303;32909;32264;3494;4105;14569;3212;6884;2019-10-13;Sejmowe
3005000;39315;23059;22595;2596;2530;9310;1651;6508;2019-10-13;Sejmowe
3006000;55510;32437;31906;5325;3777;15289;1779;5736;2019-10-13;Sejmowe
3007000;66178;37858;37248;5599;3921;20581;2092;5055;2019-10-13;Sejmowe
3008000;44135;26903;26488;2545;2178;11459;1457;8849;2019-10-13;Sejmowe
3009000;68876;38497;37846;3568;4198;22016;2183;5721;2019-10-13;Sejmowe
3010000;102226;56992;55976;5609;5983;33095;3025;7978;2019-10-13;Sejmowe
3011000;61694;36933;36130;5748;4664;13957;2276;9485;2019-10-13;Sejmowe
3012000;59922;34383;33797;6230;3637;15190;2164;6576;2019-10-13;Sejmowe
3013000;43742;25972;25418;3287;3734;10375;1872;6150;2019-10-13;Sejmowe
3014000;28648;16315;15999;1512;3330;5198;949;5010;2019-10-13;Sejmowe
3015000;57680;35379;34780;3709;3230;11760;2311;13770;2019-10-13;Sejmowe
3016000;44951;26880;26455;5323;3453;8726;1721;7232;2019-10-13;Sejmowe
3017000;126438;77486;76310;7809;8446;32992;5071;21992;2019-10-13;Sejmowe
3018000;43596;25322;24909;5083;2296;11071;1540;4919;2019-10-13;Sejmowe
3019000;103695;62973;62112;7728;9463;22524;4139;18258;2019-10-13;Sejmowe
3020000;49158;28509;27973;4939;2691;13062;1557;5724;2019-10-13;Sejmowe
3021000;294962;212302;210102;16600;30218;56910;13957;92417;2019-10-13;Sejmowe
3022000;47250;26216;25684;3179;4586;10457;1623;5839;2019-10-13;Sejmowe
3023000;47149;26467;26022;3563;3453;13073;1544;4237;2019-10-13;Sejmowe
3024000;71547;43710;42893;5112;5876;14215;2591;15099;2019-10-13;Sejmowe
3025000;44969;27470;26982;3088;3885;10258;3831;5695;2019-10-13;Sejmowe
3026000;46973;28065;27580;2995;4799;10635;2289;6595;2019-10-13;Sejmowe
3027000;66340;38682;38182;5461;3737;21630;2093;5030;2019-10-13;Sejmowe
3028000;53762;30841;30305;5413;4111;11109;2178;7494;2019-10-13;Sejmowe
3029000;44000;26736;26172;3318;2915;9766;1828;8345;2019-10-13;Sejmowe
3030000;59698;36573;36142;3113;5486;14921;2521;9847;2019-10-13;Sejmowe
3031000;53557;28770;28182;3778;3864;10680;1880;7980;2019-10-13;Sejmowe
3061000;77042;50228;49829;3506;10815;17281;3221;15006;2019-10-13;Sejmowe
3062000;58244;36817;36479;2221;6548;15401;1978;10099;2019-10-13;Sejmowe
3063000;48134;31505;31196;2015;6824;8770;2313;11274;2019-10-13;Sejmowe
3064000;414276;306364;304425;15275;54617;73409;20067;141057;2019-10-13;Sejmowe
3201000;36444;18483;18067;1707;2684;6705;913;6058;2019-10-13;Sejmowe
3202000;37759;18175;17729;1837;2418;7259;988;5227;2019-10-13;Sejmowe
3203000;45123;22804;22358;2453;3416;8582;1343;6564;2019-10-13;Sejmowe
3204000;64455;34909;34306;4304;5076;12558;2208;10160;2019-10-13;Sejmowe
3205000;47704;24478;24037;3243;2762;9041;1321;7670;2019-10-13;Sejmowe
3206000;63395;32968;32398;2798;4919;13782;2094;8805;2019-10-13;Sejmowe
3207000;38175;20455;20123;2411;2720;7280;1028;6684;2019-10-13;Sejmowe
3208000;64724;39690;39065;2846;6741;14197;2112;13169;2019-10-13;Sejmowe
3209000;52264;28773;28154;3340;4390;10467;1994;7963;2019-10-13;Sejmowe
3210000;50617;25978;25571;1955;2896;9829;1719;9172;2019-10-13;Sejmowe
3211000;58118;38023;37654;1899;6055;11259;2761;15680;2019-10-13;Sejmowe
3212000;30631;15793;15441;1890;1911;7483;879;3278;2019-10-13;Sejmowe
3213000;44228;23678;23173;2485;3696;9224;1355;6413;2019-10-13;Sejmowe
3214000;91920;52500;51711;4411;7251;19570;3645;16834;2019-10-13;Sejmowe
3215000;59553;31344;30745;2573;3328;12757;2089;9998;2019-10-13;Sejmowe
3216000;36898;18573;18202;2215;2704;7569;992;4722;2019-10-13;Sejmowe
3217000;40467;22026;21677;2102;2942;7773;1344;7516;2019-10-13;Sejmowe
3218000;28283;13644;13330;1937;1543;5408;708;3734;2019-10-13;Sejmowe
3261000;81320;53079;52541;4074;9624;15545;3129;20169;2019-10-13;Sejmowe
3262000;296850;197573;196102;9093;31321;62998;13324;79366;2019-10-13;Sejmowe
3263000;32269;19996;19856;866;5302;5992;1057;6639;2019-10-13;Sejmowe
201000;70600;36148;32887;1180;1984;7961;944;3065;2018-06-30;Samorządowe
202000;82041;40891;37752;1756;3149;12308;1290;9810;2018-06-30;Samorządowe
203000;70005;37021;34576;1242;3821;11627;677;9144;2018-06-30;Samorządowe
204000;27893;14052;12086;927;664;4083;345;3031;2018-06-30;Samorządowe
205000;41084;22786;20555;3502;1318;6230;454;4003;2018-06-30;Samorządowe
206000;50816;26353;24309;1127;1945;5570;660;9171;2018-06-30;Samorządowe
207000;35535;18883;16884;2281;1437;4489;517;4822;2018-06-30;Samorządowe
208000;130323;64987;59501;6152;3912;16646;1989;12354;2018-06-30;Samorządowe
209000;43210;23086;20706;3761;1431;6678;501;4046;2018-06-30;Samorządowe
210000;44288;21782;20100;1498;2675;5255;956;3896;2018-06-30;Samorządowe
211000;83643;45818;42926;1897;2568;14475;969;8365;2018-06-30;Samorządowe
212000;37269;18854;17125;1544;1360;4745;618;2760;2018-06-30;Samorządowe
213000;29451;15868;14396;1640;685;3391;334;1132;2018-06-30;Samorządowe
214000;84565;44989;40757;1787;2215;11016;1168;8897;2018-06-30;Samorządowe
215000;59634;32633;30131;840;1588;9360;968;7829;2018-06-30;Samorządowe
216000;48725;28019;25350;1334;1812;9710;650;5207;2018-06-30;Samorządowe
217000;35897;20077;18112;832;568;5415;502;7931;2018-06-30;Samorządowe
218000;42498;23786;21317;1742;940;5965;690;4673;2018-06-30;Samorządowe
219000;126309;66160;60595;2451;7391;17996;1803;17447;2018-06-30;Samorządowe
220000;66857;37825;34680;1992;1520;10386;990;9943;2018-06-30;Samorządowe
221000;45107;23904;21764;2675;2242;6218;590;5474;2018-06-30;Samorządowe
222000;38520;21012;18987;800;963;5406;593;5340;2018-06-30;Samorządowe
223000;108696;63609;59395;2107;3626;16671;1992;17187;2018-06-30;Samorządowe
224000;53710;28343;25542;2860;1453;6986;567;5037;2018-06-30;Samorządowe
225000;72697;39839;35895;1235;3680;9284;1429;8695;2018-06-30;Samorządowe
226000;35478;18762;16987;1063;883;4909;396;6667;2018-06-30;Samorządowe
261000;63239;31593;30729;603;2801;7408;613;12044;2018-06-30;Samorządowe
262000;76674;36812;35697;1711;2861;11132;718;11300;2018-06-30;Samorządowe
264000;483101;260325;255480;1883;14512;69763;5736;87358;2018-06-30;Samorządowe
265000;87603;41971;39596;4398;3972;9825;714;12986;2018-06-30;Samorządowe
401000;44477;24538;21867;3276;2515;6773;825;4980;2018-06-30;Samorządowe
402000;61260;32903;30374;9174;3274;11126;420;4213;2018-06-30;Samorządowe
403000;88758;48522;44644;6923;3649;11304;2091;15592;2018-06-30;Samorządowe
404000;39925;19867;18420;1334;1057;4510;553;9901;2018-06-30;Samorządowe
405000;35993;20174;18154;3624;3139;5356;511;2880;2018-06-30;Samorządowe
406000;31305;15918;14281;3043;1409;4268;264;3001;2018-06-30;Samorządowe
407000;127885;66041;60471;12200;5676;17235;1020;19464;2018-06-30;Samorządowe
408000;52589;29039;25666;9403;2643;8121;536;2938;2018-06-30;Samorządowe
409000;37085;20209;18349;7923;1763;4103;250;3346;2018-06-30;Samorządowe
410000;67095;34498;31165;8798;3729;8785;951;6800;2018-06-30;Samorządowe
411000;33965;20311;17539;3269;3083;6087;556;2402;2018-06-30;Samorządowe
412000;34998;18944;17154;4703;2238;6481;305;1832;2018-06-30;Samorządowe
413000;32245;16205;14548;3629;1158;4605;319;2813;2018-06-30;Samorządowe
414000;76895;37398;34064;6506;1983;9208;846;13548;2018-06-30;Samorządowe
415000;80991;44093;41118;1886;1645;10855;1045;23488;2018-06-30;Samorządowe
416000;37815;20147;18124;2288;855;6114;311;7094;2018-06-30;Samorządowe
417000;27018;13409;11998;3507;1761;2968;235;1886;2018-06-30;Samorządowe
418000;70239;38589;33174;6794;6930;9695;1582;5065;2018-06-30;Samorządowe
419000;55730;31063;28018;6991;2800;6369;447;9646;2018-06-30;Samorządowe
461000;265875;141095;138293;2894;16964;39989;3108;62591;2018-06-30;Samorządowe
462000;70243;33551;32456;993;4073;8192;476;17011;2018-06-30;Samorządowe
463000;151257;81313;79409;1033;3885;19012;1648;50360;2018-06-30;Samorządowe
464000;87723;43502;40721;2821;8890;12201;1616;12362;2018-06-30;Samorządowe
601000;90493;49977;46350;11905;10531;17339;969;3209;2018-06-30;Samorządowe
602000;83780;46125;43182;5688;1860;23430;935;7179;2018-06-30;Samorządowe
603000;63987;33589;30322;5921;1621;11616;803;8442;2018-06-30;Samorządowe
604000;53778;26270;24213;5588;1191;11220;868;3159;2018-06-30;Samorządowe
605000;38129;22081;20663;4260;859;13208;464;814;2018-06-30;Samorządowe
606000;54349;28638;26190;6035;1120;11388;908;5189;2018-06-30;Samorządowe
607000;78581;42179;39508;11925;1452;17932;925;4795;2018-06-30;Samorządowe
608000;71817;41794;38029;10234;1954;17394;1534;4072;2018-06-30;Samorządowe
609000;122212;68213;63650;16569;2609;29607;2263;7254;2018-06-30;Samorządowe
