Kod;Uprawnieni do głosowania;Ważnych kart;Oddane głosy;Trzecia Droga;Lewica;Prawo i Sprawiedliwość;Konfederacja;Koalicja Obywatelska;Data;Typ wyborów
221000;41816;20842;19608;1874;1230;5638;1148;8346;2024-04-07;Samorządowe
222000;36465;18397;17379;2245;1324;5525;1114;4947;2024-04-07;Samorządowe
223000;124438;71217;68582;10454;4266;15948;5361;23081;2024-04-07;Samorządowe
224000;49829;24493;22846;5992;1104;7281;1035;4282;2024-04-07;Samorządowe
225000;67362;33746;31154;5571;1945;9137;2080;7794;2024-04-07;Samorządowe
226000;32880;16934;15700;1311;1276;5074;936;5457;2024-04-07;Samorządowe
261000;57684;25879;25475;2048;1444;5951;920;12201;2024-04-07;Samorządowe
262000;70247;32379;31895;1457;2285;9607;1506;13823;2024-04-07;Samorządowe
264000;469374;237041;234589;25251;23682;51417;14290;94103;2024-04-07;Samorządowe
265000;77110;31539;30858;1382;1969;7593;1134;17415;2024-04-07;Samorządowe
401000;42798;22060;20602;3482;1058;7196;1396;5999;2024-04-07;Samorządowe
402000;59568;30311;27930;8365;1054;9315;2437;6257;2024-04-07;Samorządowe
403000;93266;48537;46369;6865;3130;10880;4369;18544;2024-04-07;Samorządowe
404000;37995;19432;18394;1067;543;4561;913;10471;2024-04-07;Samorządowe
405000;34459;18612;17295;4370;951;6167;1911;3616;2024-04-07;Samorządowe
406000;30664;14596;13332;2433;736;4717;1483;3745;2024-04-07;Samorządowe
407000;119025;58400;54833;12306;2898;15160;3963;19544;2024-04-07;Samorządowe
408000;50051;26435;24175;10190;1544;6711;1529;3130;2024-04-07;Samorządowe
409000;35269;19152;17589;5952;1180;5267;1068;3907;2024-04-07;Samorządowe
410000;64475;31037;28929;7103;4631;9082;1922;5918;2024-04-07;Samorządowe
411000;31651;19142;17353;3823;1411;6884;1276;3012;2024-04-07;Samorządowe
412000;33505;17842;16262;5293;668;5461;1244;3400;2024-04-07;Samorządowe
413000;30696;15390;14308;1750;817;4436;858;5724;2024-04-07;Samorządowe
414000;73247;32856;30949;4140;1015;8848;1777;13318;2024-04-07;Samorządowe
415000;84603;44644;42817;3393;1337;9845;2207;24329;2024-04-07;Samorządowe
416000;36783;17716;16508;2405;540;6108;1167;5384;2024-04-07;Samorządowe
417000;25504;12589;11369;2889;734;3973;1132;2482;2024-04-07;Samorządowe
418000;67397;37379;33991;9675;4346;10302;2307;5420;2024-04-07;Samorządowe
419000;53574;28738;26379;4813;1170;7825;1839;10436;2024-04-07;Samorządowe
461000;243303;114036;111905;12051;9312;30118;6462;52798;2024-04-07;Samorządowe
462000;63559;27431;26661;3337;1704;6370;1211;13932;2024-04-07;Samorządowe
463000;141821;69791;68876;4101;3168;15589;2974;41449;2024-04-07;Samorządowe
464000;80072;35294;34239;4090;5518;8145;1719;13329;2024-04-07;Samorządowe
601000;86678;46731;43858;6940;2354;18914;4322;8623;2024-04-07;Samorządowe
602000;80189;43989;42220;3275;877;25519;3676;7432;2024-04-07;Samorządowe
603000;60865;33272;30862;3088;3247;13698;3677;5268;2024-04-07;Samorządowe
604000;49550;24395;22725;4559;1097;10779;1703;3368;2024-04-07;Samorządowe
605000;36034;21090;20194;1925;621;14130;1652;1315;2024-04-07;Samorządowe
606000;50425;25251;23785;3062;1130;10861;2763;4591;2024-04-07;Samorządowe
607000;74168;40180;38503;9084;831;20823;2513;3763;2024-04-07;Samorządowe
608000;69149;40102;37545;6867;1748;18480;3579;4357;2024-04-07;Samorządowe
609000;125190;67928;65081;11647;2580;30377;6932;9825;2024-04-07;Samorządowe
610000;43834;23978;22621;1953;708;11304;2307;4652;2024-04-07;Samorządowe
611000;81483;48415;45660;8076;2226;24306;4236;4304;2024-04-07;Samorządowe
612000;46326;24415;22956;5261;641;12389;1784;1797;2024-04-07;Samorządowe
613000;27132;14697;13972;2636;515;7083;1028;2216;2024-04-07;Samorządowe
614000;89321;45159;43254;6067;1926;18811;3697;10447;2024-04-07;Samorządowe
615000;46197;27613;25945;5536;934;13240;2525;2374;2024-04-07;Samorządowe
616000;43129;24613;23454;6736;692;11040;1387;2542;2024-04-07;Samorządowe
617000;55783;27780;26645;3623;1234;11516;2411;6606;2024-04-07;Samorządowe
618000;65817;35808;33667;4862;1330;17351;3675;3875;2024-04-07;Samorządowe
619000;30156;16845;15958;5665;693;6118;890;2097;2024-04-07;Samorządowe
620000;85447;46655;44058;5745;1250;24145;4220;5289;2024-04-07;Samorządowe
661000;43175;21947;21450;2210;784;7873;1520;8102;2024-04-07;Samorządowe
662000;47152;22091;21608;1391;3115;8301;1337;6906;2024-04-07;Samorządowe
663000;251060;120507;119156;12919;7322;44409;8197;42472;2024-04-07;Samorządowe
664000;48181;22468;21946;2540;1267;8665;1581;6435;2024-04-07;Samorządowe
801000;55839;28588;26851;4196;3074;6452;1736;9228;2024-04-07;Samorządowe
802000;41522;19442;18321;5664;786;4016;1248;5392;2024-04-07;Samorządowe
803000;43389;22591;20621;4644;1858;4684;1433;6685;2024-04-07;Samorządowe
804000;64469;32251;30399;5850;1198;8391;2259;10540;2024-04-07;Samorządowe
805000;35239;16164;15133;2061;2349;3606;914;5045;2024-04-07;Samorządowe
806000;36863;18199;17080;5458;885;4598;798;4606;2024-04-07;Samorządowe
807000;26106;14056;13040;3278;715;3311;822;3860;2024-04-07;Samorządowe
808000;41818;21768;20612;6144;670;5098;1410;5915;2024-04-07;Samorządowe
809000;57613;29943;28118;4736;1568;6429;1756;10951;2024-04-07;Samorządowe
810000;58717;29424;27102;5249;1716;7408;2370;8751;2024-04-07;Samorządowe
811000;71759;33785;31820;5083;5020;8166;1674;9378;2024-04-07;Samorządowe
812000;29304;14845;13779;1968;784;5869;927;3209;2024-04-07;Samorządowe
861000;87549;37710;36853;4871;3038;9402;1831;15665;2024-04-07;Samorządowe
862000;104082;52270;51113;6315;5559;10415;2707;22628;2024-04-07;Samorządowe
1001000;87017;49067;46501;5090;2676;21511;4619;9326;2024-04-07;Samorządowe
1002000;74516;38364;36075;3591;1607;16526;2113;10141;2024-04-07;Samorządowe
1003000;39376;21987;21034;2110;1168;9385;1348;5851;2024-04-07;Samorządowe
1004000;39124;20597;19308;4151;905;9360;1370;2447;2024-04-07;Samorządowe
1005000;60748;33744;31756;4873;1441;16105;1851;5843;2024-04-07;Samorządowe
1006000;57920;32366;30742;3317;2039;10796;2820;9955;2024-04-07;Samorządowe
1007000;59401;37714;35898;11538;832;17242;1898;2561;2024-04-07;Samorządowe
1008000;91517;46932;45477;3455;3683;13807;3023;18571;2024-04-07;Samorządowe
1009000;40619;25805;24242;6945;1097;11985;1462;2008;2024-04-07;Samorządowe
1010000;72078;42513;40239;11292;1324;18936;3001;3809;2024-04-07;Samorządowe
1011000;32636;17694;16564;3747;740;7383;1148;2899;2024-04-07;Samorządowe
1012000;87622;49691;46627;4469;1731;19689;2715;15852;2024-04-07;Samorządowe
1013000;37692;20834;19242;3712;512;8783;1238;2653;2024-04-07;Samorządowe
1014000;91389;50365;47433;7002;2576;21908;3290;10727;2024-04-07;Samorządowe
1015000;29842;17216;16192;2144;819;8970;1306;1797;2024-04-07;Samorządowe
1016000;88601;49855;47541;8581;1940;21919;3161;9489;2024-04-07;Samorządowe
1017000;59850;33263;31220;8175;1618;13342;2042;4964;2024-04-07;Samorządowe
1018000;33233;16891;15818;4230;2139;5922;1227;1667;2024-04-07;Samorządowe
1019000;50459;25001;24245;4519;1570;9428;1976;6156;2024-04-07;Samorządowe
1020000;128602;67328;64975;6648;4164;21633;3931;23719;2024-04-07;Samorządowe
1021000;24089;12653;11976;2089;443;5264;821;2558;2024-04-07;Samorządowe
1061000;490541;244686;242111;17443;22309;56321;14184;124524;2024-04-07;Samorządowe
1062000;54245;27549;26698;5580;1530;8632;1894;7961;2024-04-07;Samorządowe
1063000;35708;18781;18151;1683;2084;5854;1111;6443;2024-04-07;Samorządowe
1201000;83013;45465;43482;7736;1092;23443;3479;5745;2024-04-07;Samorządowe
1202000;72827;38978;36700;4383;1181;21234;2769;5291;2024-04-07;Samorządowe
1203000;94858;48737;46226;4564;2541;15216;2931;18176;2024-04-07;Samorządowe
1204000;46723;24199;22538;4223;1115;12396;1843;1754;2024-04-07;Samorządowe
1205000;84950;42498;40376;3708;1314;21723;2763;9055;2024-04-07;Samorządowe
1206000;223421;121441;116777;14333;3682;50009;8772;34396;2024-04-07;Samorządowe
1207000;100647;54812;51936;5560;843;34411;4100;4452;2024-04-07;Samorządowe
1208000;38516;22088;20902;3018;1117;12320;1293;1974;2024-04-07;Samorządowe
1209000;99104;55083;52499;6482;1253;27609;5110;9519;2024-04-07;Samorządowe
1210000;166583;94105;89176;12557;1465;53167;7737;8510;2024-04-07;Samorządowe
1211000;148748;73108;68508;8068;1543;37099;6479;11571;2024-04-07;Samorządowe
1212000;85975;47485;45513;9985;1794;17329;4073;8268;2024-04-07;Samorządowe
1213000;117546;60361;57948;5142;3585;22988;4565;17925;2024-04-07;Samorządowe
1214000;34198;19404;18333;2784;435;8844;1480;4176;2024-04-07;Samorządowe
1215000;65719;33633;31514;2803;1397;17291;2861;5418;2024-04-07;Samorządowe
1216000;158474;80967;76752;10233;3450;45406;5701;9009;2024-04-07;Samorządowe
1217000;52207;26257;25004;2491;591;13105;2135;5522;2024-04-07;Samorządowe
1218000;123814;64102;61225;6981;2160;26794;5319;16238;2024-04-07;Samorządowe
1219000;102508;54473;52694;8688;1653;18351;4441;16642;2024-04-07;Samorządowe
1261000;578919;299870;294815;32398;27534;74898;22241;125590;2024-04-07;Samorządowe
1262000;62830;34627;33742;4114;732;13783;2818;10580;2024-04-07;Samorządowe
1263000;83248;38730;38086;3947;2278;14094;2467;13838;2024-04-07;Samorządowe
1401000;26274;15971;14918;2652;495;7690;1092;2432;2024-04-07;Samorządowe
1402000;68928;36921;34686;11298;1333;13517;2231;4913;2024-04-07;Samorządowe
1403000;84083;47879;45243;11103;869;23344;3589;3825;2024-04-07;Samorządowe
1404000;34934;19932;18634;6651;629;7094;1521;2032;2024-04-07;Samorządowe
1405000;75909;43302;42393;20169;1737;9292;2172;7428;2024-04-07;Samorządowe
1406000;76660;45116;42370;13713;1371;14936;3889;6103;2024-04-07;Samorządowe
1407000;47928;28577;26797;2331;1021;12164;2364;7040;2024-04-07;Samorządowe
1408000;94283;52522;50962;5761;3345;14314;3559;20487;2024-04-07;Samorządowe
1409000;27036;15801;14627;1388;610;6297;1111;4390;2024-04-07;Samorządowe
1410000;23991;12796;12180;5142;146;4708;888;663;2024-04-07;Samorządowe
1411000;34723;19379;17770;2788;487;8808;1722;2883;2024-04-07;Samorządowe
1412000;119105;65818;63657;10091;2412;25720;4223;17719;2024-04-07;Samorządowe
1413000;55714;31178;28798;9713;976;11445;2126;3429;2024-04-07;Samorządowe
1414000;61473;35404;33055;6823;1908;10815;2512;8500;2024-04-07;Samorządowe
1415000;70344;41038;37460;5787;876;19405;3633;4727;2024-04-07;Samorządowe
1416000;56309;32136;30229;8091;526;14294;1885;4011;2024-04-07;Samorządowe
1417000;95532;58313;56024;7311;2707;22655;4480;15320;2024-04-07;Samorządowe
1418000;145935;81368;78923;9782;5349;20091;5326;32705;2024-04-07;Samorządowe
1419000;87399;50203;46771;16421;1738;18799;3319;4841;2024-04-07;Samorządowe
1420000;67880;35245;32535;12445;743;12663;2135;3246;2024-04-07;Samorządowe
1421000;127292;72856;71063;11895;4753;19225;4730;26131;2024-04-07;Samorządowe
1422000;39780;23302;21699;7549;434;8809;1438;2517;2024-04-07;Samorządowe
1423000;33181;22485;21394;9760;312;7776;1496;1528;2024-04-07;Samorządowe
1424000;40253;24746;22607;6990;1210;8835;2122;2191;2024-04-07;Samorządowe
1425000;119812;69041;65414;8393;1721;32931;4764;13440;2024-04-07;Samorządowe
1426000;63976;37295;35297;11653;414;16174;2984;2337;2024-04-07;Samorządowe
1427000;39748;23502;21607;9505;744;7691;1302;1639;2024-04-07;Samorządowe
1428000;64642;35005;33284;8678;1365;13965;2478;5373;2024-04-07;Samorządowe
1429000;42295;25457;24135;7019;349;9966;2595;2985;2024-04-07;Samorządowe
1430000;30977;18983;17306;1703;610;8083;1160;4836;2024-04-07;Samorządowe
1432000;95185;56474;54187;7555;3939;15394;4103;19105;2024-04-07;Samorządowe
1433000;51237;28793;27262;2088;454;12602;2370;8319;2024-04-07;Samorządowe
1434000;191764;104325;100816;9696;6416;40844;9353;28095;2024-04-07;Samorządowe
1435000;57700;32411;30134;3686;1276;13219;3028;5902;2024-04-07;Samorządowe
1436000;28559;16928;15562;2197;328;7057;1365;3648;2024-04-07;Samorządowe
1437000;29834;17506;16362;6670;881;6121;1047;1013;2024-04-07;Samorządowe
1438000;56723;29613;28265;6232;1355;9731;2914;6310;2024-04-07;Samorządowe
1461000;38701;19687;18683;2105;718;8370;1060;5544;2024-04-07;Samorządowe
1462000;88239;43022;42066;9921;3053;13052;2263;12840;2024-04-07;Samorządowe
1463000;153125;74613;72899;8811;3503;28234;4597;24963;2024-04-07;Samorządowe
1464000;57495;29098;28484;4548;880;11951;2208;7754;2024-04-07;Samorządowe
1465000;1323980;778897;768082;18993;26715;54260;12963;115278;2024-04-07;Samorządowe
1601000;67075;32362;31006;3990;1257;11631;2097;10080;2024-04-07;Samorządowe
1602000;34439;17545;16266;1065;362;5577;1054;6969;2024-04-07;Samorządowe
1603000;68990;28681;27608;2307;865;6127;1231;10988;2024-04-07;Samorządowe
1604000;49271;22498;21451;1818;511;5712;1466;10662;2024-04-07;Samorządowe
1605000;47912;21937;20626;2018;612;3034;1245;3826;2024-04-07;Samorządowe
1606000;33133;18718;17339;1760;507;5496;1358;7336;2024-04-07;Samorządowe
1607000;104138;48437;45684;5338;2247;16258;2570;15838;2024-04-07;Samorządowe
1608000;49930;24147;22918;1948;441;4808;1353;9048;2024-04-07;Samorządowe
1609000;96096;42848;40539;4612;1157;7613;2126;11507;2024-04-07;Samorządowe
1610000;41459;18871;17880;1410;400;5288;989;5523;2024-04-07;Samorządowe
1611000;56745;24510;23179;1292;679;3390;1453;5797;2024-04-07;Samorządowe
1661000;94934;44965;44297;3135;2909;8253;2556;22344;2024-04-07;Samorządowe
1801000;17260;9283;8513;1832;390;3348;824;1902;2024-04-07;Samorządowe
1802000;51668;27656;25853;4514;1217;14555;2243;1871;2024-04-07;Samorządowe
1803000;105427;56116;53405;6256;1193;30111;4479;8641;2024-04-07;Samorządowe
1804000;94277;50799;48199;5833;1544;27179;4926;6224;2024-04-07;Samorządowe
1805000;90115;47113;44438;5950;1456;22914;5377;6021;2024-04-07;Samorządowe
1806000;49772;24820;23806;2006;531;16438;2111;1797;2024-04-07;Samorządowe
1807000;88518;46901;44354;6717;1168;24072;3999;6890;2024-04-07;Samorządowe
1808000;54462;27900;26941;913;338;17511;1961;5111;2024-04-07;Samorządowe
1809000;43772;24080;22528;4554;2524;9238;4083;1350;2024-04-07;Samorządowe
1810000;63668;34734;33301;2655;855;18633;3473;4815;2024-04-07;Samorządowe
1811000;105763;55608;53411;8440;1344;28523;3463;8680;2024-04-07;Samorządowe
1812000;52941;27673;26086;1978;1214;13417;5295;2849;2024-04-07;Samorządowe
1813000;58628;32310;30233;2852;880;16322;4343;4018;2024-04-07;Samorządowe
1814000;62084;35143;33290;5807;987;18656;2905;3584;2024-04-07;Samorządowe
1815000;58456;32373;30965;4425;797;20311;1819;2034;2024-04-07;Samorządowe
1816000;134330;73789;71094;7010;2240;40413;7357;9334;2024-04-07;Samorządowe
1817000;73562;36906;34508;7255;1724;16641;3107;4745;2024-04-07;Samorządowe
1818000;81819;39350;37664;2362;1284;20559;3726;7461;2024-04-07;Samorządowe
1819000;48423;24482;23336;1650;753;12677;2082;2996;2024-04-07;Samorządowe
1820000;42174;21175;19930;2750;668;10870;1595;2432;2024-04-07;Samorządowe
1821000;21595;12203;11296;1254;429;6369;883;1615;2024-04-07;Samorządowe
1861000;35789;16682;16254;1683;674;6236;1111;6250;2024-04-07;Samorządowe
1862000;45812;21550;20907;1466;1227;7639;3697;6187;2024-04-07;Samorządowe
1863000;149316;76166;74964;8913;5454;24325;6424;23800;2024-04-07;Samorządowe
1864000;35900;17535;16997;3703;938;5452;1210;4747;2024-04-07;Samorządowe
2001000;44417;21112;20180;4915;442;9158;1351;3465;2024-04-07;Samorządowe
2002000;121226;65332;62743;8638;2174;26665;7467;14263;2024-04-07;Samorządowe
2003000;42877;22956;21852;2886;1159;8429;3287;5313;2024-04-07;Samorządowe
2004000;36155;19053;17688;4140;341;7417;2466;2648;2024-04-07;Samorządowe
2005000;33856;18236;17239;6853;786;2967;1686;4074;2024-04-07;Samorządowe
2006000;29830;16566;15650;2977;205;9792;1321;941;2024-04-07;Samorządowe
2007000;40349;21697;20475;2510;388;12804;2462;1811;2024-04-07;Samorządowe
2008000;31655;15679;14760;2119;275;7342;1590;2582;2024-04-07;Samorządowe
2009000;15728;8319;7943;742;74;1811;429;4620;2024-04-07;Samorządowe
2010000;35089;19064;18081;3301;657;7685;2058;3812;2024-04-07;Samorządowe
2011000;52096;28374;26829;2893;633;14149;2605;5137;2024-04-07;Samorządowe
2012000;28223;15427;14470;3744;222;6221;1695;1858;2024-04-07;Samorządowe
2013000;44336;26007;25016;4315;277;15240;2930;1515;2024-04-07;Samorządowe
2014000;33564;16941;16121;3152;239;8094;1434;2396;2024-04-07;Samorządowe
2061000;212685;107067;106016;12114;6314;38755;8333;37296;2024-04-07;Samorządowe
2062000;45664;20949;20436;3279;646;9980;1576;4507;2024-04-07;Samorządowe
2063000;52231;22058;21559;4954;489;7832;1813;5479;2024-04-07;Samorządowe
2201000;59121;30826;28599;4313;1049;9380;2098;10270;2024-04-07;Samorządowe
2202000;72681;35918;34188;2810;1001;11042;2692;14944;2024-04-07;Samorządowe
2203000;41998;22006;20206;1468;751;4706;1501;10622;2024-04-07;Samorządowe
2204000;90983;47314;45247;5102;2380;9427;3333;20739;2024-04-07;Samorządowe
2205000;105054;59891;57195;4647;1581;18823;4766;20842;2024-04-07;Samorządowe
2206000;54360;30697;28992;2457;923;9677;2089;8353;2024-04-07;Samorządowe
2207000;61361;28292;26757;3752;3579;7178;1641;8849;2024-04-07;Samorządowe
2208000;48106;26106;24073;2893;2328;5995;2019;8955;2024-04-07;Samorządowe
2209000;47263;22245;21066;1964;2446;4900;1507;8403;2024-04-07;Samorządowe
2210000;27070;12291;11563;1342;887;2516;949;4566;2024-04-07;Samorządowe
2211000;67732;38059;36143;5924;1623;8660;2691;14535;2024-04-07;Samorządowe
2212000;73466;34334;31757;3841;2030;8871;2679;11647;2024-04-07;Samorządowe
2213000;94160;45407;42799;8835;1553;15207;3025;10381;2024-04-07;Samorządowe
2214000;83906;40068;37937;4000;2286;10358;3236;14568;2024-04-07;Samorządowe
2215000;161544;83117;79876;9032;4408;22300;5800;33162;2024-04-07;Samorządowe
2216000;30881;14722;13692;1761;834;3269;873;6138;2024-04-07;Samorządowe
2261000;343293;179436;177702;11657;11723;39271;8557;98682;2024-04-07;Samorządowe
2262000;177483;96341;95028;9563;8694;18100;5089;48075;2024-04-07;Samorządowe
2263000;64714;28216;27592;2094;2297;7091;1586;12417;2024-04-07;Samorządowe
2264000;25630;14636;14411;799;1041;2912;576;8578;2024-04-07;Samorządowe
2401000;113077;57211;55137;3610;9736;13139;3719;20259;2024-04-07;Samorządowe
2402000;127934;64005;61409;6626;4113;21980;4674;18269;2024-04-07;Samorządowe
2403000;135721;66660;63242;7533;4332;20132;5102;20443;2024-04-07;Samorządowe
2404000;107611;61727;58080;10820;6754;20004;4103;11098;2024-04-07;Samorządowe
2405000;86632;41814;39809;5115;2120;11758;2924;11136;2024-04-07;Samorządowe
2406000;67290;35485;33315;9238;3033;11518;2178;4850;2024-04-07;Samorządowe
2407000;59275;28633;26875;3712;1267;8990;2048;6791;2024-04-07;Samorządowe
2408000;75222;38720;37592;3512;3059;10514;3225;12418;2024-04-07;Samorządowe
2409000;55433;31185;29245;3216;2477;12110;1989;6637;2024-04-07;Samorządowe
2410000;83892;43330;41706;3715;1521;16847;3087;11403;2024-04-07;Samorządowe
2411000;79840;35016;33038;3798;1487;9896;2528;10348;2024-04-07;Samorządowe
2412000;58826;29049;27638;2147;770;10328;2291;7625;2024-04-07;Samorządowe
2413000;107844;54117;52174;5111;2410;15495;3396;17762;2024-04-07;Samorządowe
2414000;45396;26331;25114;1888;1047;10717;1855;5315;2024-04-07;Samorządowe
2415000;117329;55716;53318;6749;2096;19424;3910;12952;2024-04-07;Samorządowe
2416000;91727;52843;49908;4566;3575;15226;4364;15637;2024-04-07;Samorządowe
2417000;117990;65255;61280;9009;4507;28389;4300;11046;2024-04-07;Samorządowe
2461000;126538;62744;61432;5230;4379;18802;4642;24987;2024-04-07;Samorządowe
2462000;109496;42819;41870;3393;2902;11606;2745;17061;2024-04-07;Samorządowe
2463000;74203;36390;35249;3533;1911;7474;2182;12302;2024-04-07;Samorządowe
2464000;162579;81292;79575;9959;14227;23058;5054;23181;2024-04-07;Samorządowe
2465000;88969;42175;40714;2279;5038;10302;2394;18433;2024-04-07;Samorządowe
2466000;129417;61845;60041;5422;5495;14448;4231;25186;2024-04-07;Samorządowe
2467000;64369;28143;27280;1856;2371;11095;1972;7711;2024-04-07;Samorządowe
2468000;67979;33759;32982;1525;1702;11335;1875;14864;2024-04-07;Samorządowe
2469000;213124;99297;97599;8061;9144;23057;6036;39291;2024-04-07;Samorządowe
2470000;53843;28925;27723;1690;3148;8282;1635;9673;2024-04-07;Samorządowe
2471000;40129;17708;17235;952;568;6778;798;5689;2024-04-07;Samorządowe
2472000;99495;41558;40359;8755;1341;12866;1751;11503;2024-04-07;Samorządowe
2473000;100130;45872;44873;3133;1755;15611;3102;15384;2024-04-07;Samorządowe
2474000;47960;23362;22182;2633;1661;4899;1401;7478;2024-04-07;Samorządowe
2475000;147053;66163;64857;5957;10251;16294;3412;26072;2024-04-07;Samorządowe
2476000;34722;16573;15665;2058;673;4059;983;5066;2024-04-07;Samorządowe
2477000;92566;43426;42336;3670;4101;12298;2750;15868;2024-04-07;Samorządowe
2478000;118704;49406;47050;4063;2932;11865;3390;18022;2024-04-07;Samorządowe
2479000;46218;20820;20162;1968;937;6992;1450;6411;2024-04-07;Samorządowe
2601000;56674;31541;29398;10715;755;11389;2017;3291;2024-04-07;Samorządowe
2602000;66774;37566;35141;7676;1125;16722;2832;4933;2024-04-07;Samorządowe
2603000;26867;14758;13839;4238;288;5365;714;2688;2024-04-07;Samorządowe
2604000;168255;97211;92302;15983;2612;46628;11782;11213;2024-04-07;Samorządowe
2605000;63199;36646;34343;5017;1271;14606;2145;9114;2024-04-07;Samorządowe
2606000;41338;25509;23319;5059;1226;10365;2920;2922;2024-04-07;Samorządowe
2607000;83320;39008;37099;8553;2511;13540;3474;8199;2024-04-07;Samorządowe
2608000;31478;18077;16748;4250;637;7027;1253;2795;2024-04-07;Samorządowe
2609000;61281;33567;31623;9824;1329;11901;2839;4849;2024-04-07;Samorządowe
2610000;57372;31275;29783;6429;1563;10670;1809;7683;2024-04-07;Samorządowe
2611000;69074;36947;34910;7602;1555;14026;3321;6429;2024-04-07;Samorządowe
2612000;56957;33272;31027;6384;1285;16628;2052;3778;2024-04-07;Samorządowe
2613000;36058;21049;19890;7411;517;8796;1414;930;2024-04-07;Samorządowe
2661000;144688;76854;75413;10465;3941;24383;7596;25696;2024-04-07;Samorządowe
2801000;43394;20588;19319;2400;2162;7014;1149;5652;2024-04-07;Samorządowe
2802000;30914;15877;14661;3874;1004;4434;913;3837;2024-04-07;Samorządowe
2803000;49763;26837;24476;6316;1362;8315;1775;5374;2024-04-07;Samorządowe
2804000;43680;20769;19386;3171;820;7014;1266;6068;2024-04-07;Samorządowe
2805000;66904;29218;27292;5492;956;9781;2064;7840;2024-04-07;Samorządowe
2806000;42967;20491;19161;2843;1436;6086;1352;6527;2024-04-07;Samorządowe
2807000;69985;33978;32174;3450;1634;10220;3467;12008;2024-04-07;Samorządowe
2808000;47232;22906;21209;1667;1812;6802;1609;8253;2024-04-07;Samorządowe
2809000;30908;15839;14456;2258;1225;4126;824;5140;2024-04-07;Samorządowe
2810000;38028;19591;18110;3624;662;4970;1174;7071;2024-04-07;Samorządowe
2811000;24848;13253;12083;2481;529;5562;770;2392;2024-04-07;Samorządowe
2812000;33022;17356;16205;3984;663;6045;1560;3330;2024-04-07;Samorządowe
2813000;25193;11419;10589;2859;359;3598;719;2689;2024-04-07;Samorządowe
2814000;99821;49176;45689;5994;4098;11914;4144;18245;2024-04-07;Samorządowe
2815000;78285;40885;37683;6541;1699;10591;2517;14186;2024-04-07;Samorządowe
2816000;42369;21007;19357;2471;561;7234;2456;5947;2024-04-07;Samorządowe
2817000;53738;27941;26048;10042;1071;7419;1410;5209;2024-04-07;Samorządowe
2818000;19737;9993;9497;866;303;2573;491;5026;2024-04-07;Samorządowe
2819000;17189;8341;7853;785;991;2364;544;2727;2024-04-07;Samorządowe
2861000;86222;38990;38340;4365;2595;11772;2177;15957;2024-04-07;Samorządowe
2862000;123879;63419;62202;6937;5296;14536;4630;29575;2024-04-07;Samorządowe
3001000;35878;21104;19612;4451;1042;4091;1210;6426;2024-04-07;Samorządowe
3002000;65826;35217;32671;3952;1668;9315;1959;11065;2024-04-07;Samorządowe
3003000;109801;55684;52700;12305;4573;15435;3884;12271;2024-04-07;Samorządowe
3004000;57888;30004;27333;2876;1497;8663;2461;8586;2024-04-07;Samorządowe
3005000;39293;19012;17662;2159;936;4813;1102;7151;2024-04-07;Samorządowe
3006000;54555;29277;27413;8550;942;7408;1465;4790;2024-04-07;Samorządowe
3007000;65691;34944;32871;10244;1268;12108;2099;5204;2024-04-07;Samorządowe
3008000;43498;21853;20202;5058;652;5908;1283;4968;2024-04-07;Samorządowe
3009000;66866;35845;33246;6620;1043;14652;3078;5999;2024-04-07;Samorządowe
3010000;102934;58396;53033;8569;2675;23667;4719;8483;2024-04-07;Samorządowe
3011000;60280;30464;28190;3618;1958;8084;1938;9835;2024-04-07;Samorządowe
3012000;58441;29561;27074;3937;1189;8737;2256;8621;2024-04-07;Samorządowe
3013000;45625;25632;23295;4886;1689;6587;1963;6240;2024-04-07;Samorządowe
3014000;28196;14591;13470;1422;1729;3344;825;5076;2024-04-07;Samorządowe
3015000;57500;30011;27913;7637;1873;6408;2055;7498;2024-04-07;Samorządowe
3016000;44305;22342;21004;4543;1740;5838;1150;5952;2024-04-07;Samorządowe
3017000;124454;63756;60329;7194;3179;20208;4342;20749;2024-04-07;Samorządowe
3018000;43060;23048;21379;7840;1026;5649;1211;3906;2024-04-07;Samorządowe
3019000;101424;52513;49829;5157;2449;13428;2826;21470;2024-04-07;Samorządowe
3020000;48662;27602;25214;6573;1060;8310;1438;5697;2024-04-07;Samorządowe
3021000;313945;169963;164370;23569;13799;30362;9919;65768;2024-04-07;Samorządowe
3022000;45857;23094;21173;3808;1796;5599;1636;6108;2024-04-07;Samorządowe
3023000;46131;25086;23049;4505;2476;7646;2508;3369;2024-04-07;Samorządowe
3024000;70576;38778;36155;5336;3059;9647;2099;11718;2024-04-07;Samorządowe
3025000;45431;24802;22838;3306;3246;5739;2749;5347;2024-04-07;Samorządowe
3026000;46450;22365;20963;3858;1734;5622;1931;6110;2024-04-07;Samorządowe
3027000;64946;36765;34533;12810;850;12955;2095;3522;2024-04-07;Samorządowe
3028000;53023;28831;26971;5655;2967;6532;1687;6904;2024-04-07;Samorządowe
3029000;43753;24283;22077;4038;1031;5343;1580;5573;2024-04-07;Samorządowe
3030000;59146;28937;27333;5723;2036;7269;1958;7487;2024-04-07;Samorządowe
3031000;52435;25524;23665;3689;915;5629;1534;7409;2024-04-07;Samorządowe
3061000;73480;36477;35538;6140;2932;9070;1796;12713;2024-04-07;Samorządowe
